id,key,value,type
3262530259,ga,"Bóthar Shliabh na mBan, Páirc Ghort na mBrící",name
3262530259,operator,Dublin Bus,regular
3265799017,railway,crossing,regular
3265799022,railway,switch,regular
3267551836,railway,switch,regular
3267565868,traffic_calming,bump,regular
3268189218,source,Bing,regular
3268189218,natural,tree,regular
3268189223,source,Bing,regular
3268189223,natural,tree,regular
3268189228,source,Bing,regular
3268189228,natural,tree,regular
3268189233,source,Bing,regular
3268189233,natural,tree,regular
3268189238,source,Bing,regular
3268189238,natural,tree,regular
3268189243,source,Bing,regular
3268189243,natural,tree,regular
3268189248,source,Bing,regular
3268189248,natural,tree,regular
3268189253,source,Bing,regular
3268189253,natural,tree,regular
3268189258,name,The Ready Boat Pillar,regular
3268189258,source,Bing,regular
3268189258,historic,monument,regular
3268189258,artist_name,Seán O' Dwyer,regular
3268189761,source,Bing,regular
3268189761,natural,tree,regular
3268830072,natural,tree,regular
3268830077,natural,tree,regular
3268830082,natural,tree,regular
3268830087,natural,tree,regular
3268830092,natural,tree,regular
3268830097,natural,tree,regular
3268830102,natural,tree,regular
3271557920,name,Pat Toolan Bookmaker,regular
3271557920,shop,bookmaker,regular
3271557920,operator,Pat Toolan,regular
3279350696,name,Little Venezia,regular
3279350696,amenity,fast_food,regular
3279350696,cuisine,italian,regular
3281186458,name,Shankill,regular
3281186458,train,yes,regular
3281186458,network,DART,regular
3281186458,operator,Irish Rail,regular
3281186458,public_transport,stop_position,regular
3282843051,power,pole,regular
3282849791,power,pole,regular
3285685200,name,Oldpaddocks,regular
3285685200,place,locality,regular
3285685200,locality,townland,regular
3285685247,name,Newpaddocks,regular
3285685247,place,locality,regular
3285685247,locality,townland,regular
3292448365,bench,yes,regular
3292448365,highway,bus_stop,regular
3292448365,shelter,yes,regular
3292448365,operator,Dublin Bus,regular
3292505620,natural,tree,regular
3292810025,natural,tree,regular
3292810065,natural,tree,regular
3292810125,natural,tree,regular
3292810160,natural,tree,regular
3292810205,natural,tree,regular
3292810220,natural,tree,regular
3292810225,natural,tree,regular
3292810310,natural,tree,regular
3292810325,natural,tree,regular
3292810355,natural,tree,regular
3292810360,natural,tree,regular
3292810365,natural,tree,regular
3292810410,natural,tree,regular
3292810505,natural,tree,regular
3292810570,natural,tree,regular
3294878062,foot,yes,regular
3294878062,barrier,gate,regular
3294878062,bicycle,no,regular
3305914435,natural,tree,regular
3305914630,natural,tree,regular
3305914640,natural,tree,regular
3305914705,natural,tree,regular
3305914710,natural,tree,regular
3308415772,barrier,kissing_gate,regular
3310967109,name,Best Buds,regular
3310967109,shop,florist,regular
3310978036,name,Razzmataz,regular
3310978036,shop,hairdresser,regular
3311136963,highway,traffic_signals,regular
3311145549,natural,tree,regular
3311859497,name,Newtown,regular
3311859497,place,locality,regular
3311859497,locality,townland,regular
3311922164,name,Kilcroney,regular
3311922164,place,locality,regular
3311922164,locality,townland,regular
3312109561,city,Dublin,addr
3312109561,postal_district,D03,addr
3312109561,street,Howth Road,addr
3312109561,name,Kris Morton,regular
3312109561,shop,hairdresser,regular
3312193431,barrier,gate,regular
3312338581,natural,tree,regular
3312338586,natural,tree,regular
3312338591,natural,tree,regular
3312338596,natural,tree,regular
3312338601,natural,tree,regular
3312338606,natural,tree,regular
3312338611,natural,tree,regular
3312338616,natural,tree,regular
3312338621,natural,tree,regular
3313351468,traffic_calming,hump,regular
3314219849,highway,bus_stop,regular
3314219849,shelter,no,regular
3314219849,operator,Dublin Bus,regular
3318281672,natural,tree,regular
3318281677,natural,tree,regular
3318281687,natural,tree,regular
3318281692,natural,tree,regular
3318820162,highway,stop,regular
3323724163,natural,tree,regular
3323724168,natural,tree,regular
3326469648,name,Hollystown,regular
3326469648,place,locality,regular
3327716758,name,Ballyedmonduff Water Treatment Plant,regular
3327716758,man_made,wastewater_plant,regular
3327834490,amenity,car_wash,regular
3328247465,natural,tree,regular
3328247470,natural,tree,regular
3328247475,natural,tree,regular
3328247480,natural,tree,regular
3328442770,highway,street_lamp,regular
3328442775,highway,street_lamp,regular
3328445025,foot,yes,regular
3328445025,barrier,kissing_gate,regular
3328445025,bicycle,no,regular
3328445090,power,pole,regular
3328445095,power,pole,regular
3328492209,natural,tree,regular
3328492214,natural,tree,regular
3328492219,natural,tree,regular
3328492224,natural,tree,regular
3328492229,natural,tree,regular
3330166718,natural,tree,regular
3330166723,natural,tree,regular
3330166733,natural,tree,regular
3330175436,natural,tree,regular
3330175441,natural,tree,regular
3334259027,power,tower,regular
3336468209,barrier,gate,regular
3338728244,natural,tree,regular
3338728249,natural,tree,regular
3338728254,natural,tree,regular
3338728259,natural,tree,regular
3338728264,natural,tree,regular
3338728269,natural,tree,regular
3338745291,natural,tree,regular
3338746096,natural,tree,regular
3338746101,natural,tree,regular
3338746106,natural,tree,regular
3338746111,natural,tree,regular
3338746116,natural,tree,regular
3338746121,natural,tree,regular
3338746126,natural,tree,regular
3338746131,natural,tree,regular
3338746136,natural,tree,regular
3339725377,city,Dublin,addr
3339725377,housename,New Leaf Acupuncture Clinic,addr
3339725377,housenumber,212,addr
3339725377,postal_district,D6W,addr
3339725377,street,Kimmage Road Lower,addr
3339725377,healthcare,alternative,regular
3339725377,speciality,acupuncture,healthcare
3339725377,opening_hours,Mo-Fr 10:00-20:00,regular
3339725377,phone,+353 87 2632732,regular
3339725377,website,http://www.newleafacupuncture.ie,regular
3342433395,name,Newtown,regular
3342433395,place,locality,regular
3342433395,locality,townland,regular
3343564385,natural,tree,regular
3343564390,natural,tree,regular
3343564495,natural,tree,regular
3343564510,natural,tree,regular
3343564515,natural,tree,regular
3343564520,natural,tree,regular
3343564525,natural,tree,regular
3343613801,natural,tree,regular
3343613806,natural,tree,regular
3343613816,natural,tree,regular
3343613831,natural,tree,regular
3345680526,natural,tree,regular
3345680541,natural,tree,regular
3345680556,natural,tree,regular
3345680566,natural,tree,regular
3345680581,natural,tree,regular
3345680611,natural,tree,regular
3345707012,access,private,regular
3345707012,barrier,gate,regular
3345707042,access,private,regular
3345707042,barrier,gate,regular
3345968042,highway,bus_stop,regular
3345968042,operator,Dublin Bus,regular
3358068487,name,Piper's Gut,regular
3358068487,place,locality,regular
3358068492,name,Worn Hole,regular
3358068492,place,locality,regular
3358070408,name,Sheep Hole,regular
3358070408,place,locality,regular
3358776554,name,Scotch Point,regular
3358776554,place,locality,regular
3359270763,city,Dublin,addr
3359270763,housenumber,33,addr
3359270763,street,Exchequer Street,addr
3359270763,amenity,restaurant,regular
3359270763,email,info@thegreenhen.ie,regular
3359270763,name,The Green Hen,regular
3359270763,phone,+353 1 6707238,regular
3359270763,website,http://www.thegreenhen.ie,regular
3359531793,name,Pearse Street Physio Clinic,regular
3359531793,email,info@pearsestreetphysio.com,regular
3359531793,website,http://www.pearsestreetphysio.com/,regular
3359531793,city,Dublin,addr
3359531793,street,Pearse Street,addr
3359531793,opening_hours,Mo-Fr 06:00-21:00,regular
3359531793,housenumber,79,addr
3359531793,speciality,physiotherapy,healthcare
3362423686,name,Belmont Apts,regular
3362423686,power,transformer,regular
3362423686,voltage,low,regular
3362423686,operator,ESB Networks,regular
3362423686,transformer,minor_distribution,regular
3362510962,amenity,pharmacy,regular
3362510962,city,Dublin,addr
3362510962,street,Summerhill Parade,addr
3365733460,natural,tree,regular
3366118170,bus,yes,regular
3366118170,ref,3955,regular
3366118170,name,"Leixlip Road, Cooldrinagh Road",regular
3366118170,operator,Dublin Bus,regular
3366118170,public_transport,stop_position,regular
3368760196,name,Athgoe South,regular
3368760196,place,locality,regular
3368760196,locality,townland,regular
3368760202,name,Athgoe North,regular
3368760202,place,locality,regular
3368760202,locality,townland,regular
3368973606,name,Lyons Hill,regular
3368973606,natural,peak,regular
3371068730,barrier,gate,regular
3371461180,name,"Berkeley, Ussher & Glucksman Libraries",regular
3371461180,entrance,yes,regular
3371667914,name,Skeagh House,regular
3371667914,historic,ruins,regular
3371796029,highway,give_way,regular
3373364136,name,Ballycoyle,regular
3373364136,place,locality,regular
3373364136,locality,townland,regular
3377688630,amenity,shelter,regular
3377688630,shelter_type,public_transport,regular
3378040196,covered,yes,regular
3378040196,highway,bus_stop,regular
3378040196,operator,Dublin Bus,regular
3381398163,tourism,artwork,regular
3381398163,artwork_type,mosaic,regular
3382636781,natural,tree,regular
3382636786,natural,tree,regular
3382636791,natural,tree,regular
3384320362,natural,tree,regular
3384320377,highway,stop,regular
3384320382,natural,tree,regular
3384320597,natural,tree,regular
3384320672,highway,stop,regular
3384320672,direction,forward,regular
3384530243,name,ISB Mobility Shop,regular
3384530243,shop,mobility_aids,regular
3384530243,phone,01 616 7097,regular
3384530243,website,www.isbmobility.ie,regular
3384530243,city,Dublin,addr
3384530243,wheelchair,yes,regular
3384530243,street,Essex Street West,addr
3384530248,note,"By SI 12 1986 for electoral Divisions this is approximate piece, text ambiguous",regular
3385938616,power,tower,regular
3385938626,power,tower,regular
3387770506,natural,tree,regular
3387770511,natural,tree,regular
3387770516,natural,tree,regular
3389672254,natural,tree,regular
3389672259,natural,tree,regular
3389672264,natural,tree,regular
3390866251,name,Leinster Gallery,regular
3390866251,note,fix position,regular
3390866251,shop,art,regular
3390866251,level,0,regular
3390866251,city,Dublin,addr
3390866251,street,South Frederick Street,addr
3390866251,housenumber,27,addr
3393186655,highway,crossing,regular
3393186655,crossing,traffic_signals,regular
3393186670,highway,crossing,regular
3393186670,crossing,traffic_signals,regular
3393348737,source,Bing,regular
3393348737,natural,tree,regular
3393348742,source,Bing,regular
3393348742,natural,tree,regular
3393348747,source,Bing,regular
3393348747,natural,tree,regular
3393348752,source,Bing,regular
3393348752,natural,tree,regular
3393348757,source,Bing,regular
3393348757,natural,tree,regular
3393348762,source,Bing,regular
3393348762,natural,tree,regular
3393348767,source,Bing,regular
3393348767,natural,tree,regular
3393348772,source,Bing,regular
3393348772,natural,tree,regular
3393348777,source,Bing,regular
3393348777,natural,tree,regular
3393348782,source,Bing,regular
3393348782,natural,tree,regular
3393348787,source,Bing,regular
3393348787,natural,tree,regular
3393348792,source,Bing,regular
3393348792,natural,tree,regular
3393349497,source,Bing,regular
3393349497,natural,tree,regular
3393349502,source,Bing,regular
3393349502,natural,tree,regular
3393349507,source,Bing,regular
3393349507,natural,tree,regular
3393349512,source,Bing,regular
3393349512,natural,tree,regular
3393349517,source,Bing,regular
3393349517,natural,tree,regular
3393349522,source,Bing,regular
3393349522,natural,tree,regular
3393349527,source,Bing,regular
3393349527,natural,tree,regular
3393349532,source,Bing,regular
3393349532,natural,tree,regular
3393349537,source,Bing,regular
3393349537,natural,tree,regular
3393349542,source,Bing,regular
3393349542,natural,tree,regular
3393349547,source,Bing,regular
3393349547,natural,tree,regular
3393349552,source,Bing,regular
3393349552,natural,tree,regular
3393349557,source,Bing,regular
3393349557,natural,tree,regular
3393349562,source,Bing,regular
3393349562,natural,tree,regular
3393349567,source,Bing,regular
3393349567,natural,tree,regular
3393349572,source,Bing,regular
3393349572,natural,tree,regular
3393706187,fee,no,regular
3393706187,name,Dublin Airport Free WiFi,regular
3393706187,internet_access,wlan,regular
3398091678,name,Guild Street,regular
3398091678,source,http://www.dublinbikes.ie/,regular
3398091678,amenity,bicycle_rental,regular
3398091678,network,dublinbikes,regular
3398091678,capacity,40,regular
3398091678,operator,JCDecaux,regular
3398233059,railway,switch,regular
3398336049,railway,level_crossing,regular
3398346760,railway,level_crossing,regular
3398390404,railway,level_crossing,regular
3402132989,name,The Fairways,regular
3402132989,amenity,cafe,regular
3402132989,street,Ballybrack Road,addr
3402740701,source,Bing,regular
3402740701,highway,crossing,regular
3402740701,crossing,uncontrolled,regular
3402740711,source,Bing,regular
3402740711,highway,crossing,regular
3402740711,crossing,uncontrolled,regular
3402740721,source,Bing,regular
3402740721,highway,crossing,regular
3402740721,crossing,uncontrolled,regular
3402740759,source,Bing,regular
3402740759,natural,tree,regular
3412075465,name,Kamikaze Fight Academy,regular
3412075465,phone,+353 86 865 9327,regular
3412075465,leisure,sports_centre,regular
3412075465,website,http://fightstoredublin.ie/,regular
3412075465,city,Dublin 6W,addr
3412075465,street,Harold's Cross Road,addr
3412075465,housenumber,276,addr
3413446702,name,Spar,regular
3413446702,shop,convenience,regular
3416091705,fax,+353 1 2973099,regular
3416091705,name,Marron Environmental,regular
3416091705,email,info@marron.ie,regular
3416091705,phone,+353 1 2973800,regular
3416091705,office,company,regular
3416091705,website,http://www.marron.ie/,regular
3416091705,city,Sandyford,addr
3416091705,street,Beacon Court,addr
3416091705,housename,The Mall,addr
3417159594,housenumber,2,addr
3417239464,name,Roxford Lodge,regular
3417239464,phone,+353 1 6688572,regular
3417239464,tourism,hotel,regular
3417239464,website,http://www.roxfordlodge.com,regular
3417239464,entrance,main,regular
3417239464,city,Dublin 4,addr
3417239464,street,Northumberland Road,addr
3417239464,housenumber,46,addr
3417474979,street,Herbert Park,addr
3417474979,housenumber,4,addr
3417548870,name,Murphy & Gunn BMW,regular
3417548870,shop,car,regular
3419341330,note,Please fine tune ED by Vanished Golf range and SI 12 1986,regular
3419389095,highway,bus_stop,regular
3419389095,operator,Dublin Bus,regular
3421375341,traffic_calming,bump,regular
3423345551,fax,+353 1 5253801,regular
3423345551,name,Brandbank,regular
3423345551,email,enquiries@brandbank.com,regular
3423345551,phone,+353 (0)1525 3800,regular
3423345551,office,company,regular
3423345551,source,Site / website,regular
3423345551,website,http://www.brandbank.com/ie/,regular
3423345551,city,Swords,addr
3423345551,street,Swords Enterprise Park,addr
3423345551,housenumber,Unit F7,addr
3423352730,city,Swords,addr
3423352730,street,Dublin Road,addr
3423352730,craft,electrician,regular
3423352730,fax,+353 1 8403673,regular
3423352730,opening_hours,"Mo-Fr 08:30-13:00,14:00-17:00; Sa 09:00-12:30",regular
3423352730,phone,+353 1 8404434,regular
3423690448,fax,+353 1 8445469,regular
3423690448,name,St. Joseph's Aviation Credit Union,regular
3423690448,FIXME,Check exact location,regular
3423690448,email,info@aviationcu.ie,regular
3423690448,phone,+353 1 8445187,regular
3423690448,amenity,bank,regular
3423690448,city,Dublin Airport,addr
3423690448,street,Corbalis Way,addr
3423690448,housename,Cloghran House,addr
3424108034,fax,+353  1 8579124,regular
3424108034,name,ECL,regular
3424108034,email,info@needtransport.ie,regular
3424108034,phone,+353 1 8420249,regular
3424108034,office,company,regular
3424108034,website,http://ecl.ie/,regular
3424108034,city,Dublin 9,addr
3424108034,street,Swords Road,addr
3424108034,mobile,+353  87 2374862,phone
3425017125,amenity,bicycle_parking,regular
3425017125,covered,no,regular
3425017125,capacity,25,regular
3425017125,bicycle_parking,stands,regular
3425117451,note,2 kiosks,regular
3425117451,amenity,telephone,regular
3425117451,operator,Smart Telecom,regular
3425117451,city,Dublin,addr
3425117451,street,Blaquiere Bridge,addr
3426364594,street,Riverside Walk,addr
3426364594,housenumber,9,addr
3428768083,natural,tree,regular
3428768088,natural,tree,regular
3428768393,natural,tree,regular
3428768398,natural,tree,regular
3428783090,natural,tree,regular
3428788695,natural,tree,regular
3428788705,natural,tree,regular
3428788725,natural,tree,regular
3428788730,natural,tree,regular
3429745102,entrance,main,regular
3429745102,street,Rock Road,addr
3429745102,housename,College House,addr
3429745102,housenumber,71-73,addr
3434282002,ref,068567,regular
3434282002,name,Dublin Castle,regular
3434282002,power,transformer,regular
3434282002,voltage,low,regular
3434282002,operator,ESB Networks,regular
3434282002,street,Dublin Castle,addr
3434282002,transformer,minor_distribution,regular
3434347413,street,Peter's Row,addr
3434347413,location,indoor,regular
3434347413,name,Peter Row,regular
3434347413,operator,ESB Networks,regular
3434347413,power,transformer,regular
3434347413,transformer,minor_distribution,regular
3434347413,voltage,low,regular
3434560750,fax,+353 1 8900344,regular
3434560750,name,Label World,regular
3434560750,phone,+353 1 8900244,regular
3434560750,office,company,regular
3434560750,website,http://www.labelworld.ie/contact-us/,regular
3434560750,city,Swords,addr
3434560750,street,Feltrim Industrial Park,addr
3434560750,housenumber,2a,addr
3435174738,source,Bing,regular
3435174738,natural,tree,regular
3435174744,source,Bing,regular
3435174744,natural,tree,regular
3436216530,city,Dublin,addr
3436216530,housename,Royal Oak,addr
3436216530,street,Swords Road,addr
3436216530,name,Autoglass,regular
3436216530,opening_hours,Mo-Fr 08:30-17:30; Sa 09:00-13:00,regular
3436216530,operator,Carglass Limited,regular
3436216530,phone,1850 363655,regular
3436216530,shop,car_repair,regular
3436216530,website,http://www.autoglass.ie/,regular
3436306944,name,Airport Takeaway,regular
3436306944,amenity,fast_food,regular
3436306944,cuisine,fish_and_chips,regular
3436306944,smoking,no,regular
3436306944,takeaway,yes,regular
3436306944,city,Dublin 9,addr
3436306944,street,Swords Road,addr
3447839835,city,Dublin 3,addr
3447839835,street,Clonliffe Road,addr
3447839835,housenumber,210,addr
3450108625,fax,+353 1 8781824,regular
3450108625,name,Celtrino,regular
3450108625,email,info@celtrino.com,regular
3450108625,phone,+353 1 8739900,regular
3450108625,office,it,regular
3450108625,website,http://www.celtrino.com/,regular
3450108625,operator,EDI Factory Ltd,regular
3450108625,city,Dublin,addr
3450108625,street,Parnell Street,addr
3450108625,housename,Unit 5 Parnell Business Centre,addr
3450108625,housenumber,125,addr
3450108631,name,Hammam Buidlings,regular
3450108631,entrance,main,regular
3450108631,city,Dublin,addr
3450108631,street,O'Connell Street Upper,addr
3451058066,railway,crossing,regular
3451159288,railway,level_crossing,regular
3451159919,railway,crossing,regular
3451159931,line,Luas Red Line,regular
3451159931,name,Four Courts,regular
3451159931,tram,yes,regular
3451159931,en,Four Courts,name
3451159931,ga,Na Ceithre Cúirteanna,name
3451159931,railway,tram_stop,regular
3451159931,operator,Luas - Transdev Dublin Light Rail Limited,regular
3451159931,wheelchair,yes,regular
3451159931,public_transport,stop_position,regular
3451159944,railway,level_crossing,regular
3451181340,railway,crossing,regular
3451213763,railway,level_crossing,regular
3451328738,railway,level_crossing,regular
3451767974,tram,yes,regular
3451767974,public_transport,stop_position,regular
3451775505,railway,crossing,regular
3451793735,name,HOWTH,regular
3451870564,highway,give_way,regular
3451878999,highway,give_way,regular
3451922949,railway,level_crossing,regular
3451922955,railway,level_crossing,regular
3452010791,railway,level_crossing,regular
3452011330,name,Westmoreland,regular
3452011330,ga,Westmoreland,name
3452011330,operator,Luas - Transdev Dublin Light Rail Limited,regular
3452011330,railway,tram_stop,regular
3452011330,website,http://www.luascrosscity.ie/,regular
3452011330,wheelchair,yes,regular
3452067810,railway,level_crossing,regular
3452333440,railway,level_crossing,regular
3452333453,highway,traffic_signals,regular
3452493714,name,Dawson,regular
3452493714,ga,Dásain,name
3452493714,operator,Luas - Transdev Dublin Light Rail Limited,regular
3452493714,railway,tram_stop,regular
3452493714,website,http://www.luascrosscity.ie/,regular
3452493714,wheelchair,yes,regular
3452698951,tram,yes,regular
3452698951,public_transport,stop_position,regular
3452701539,railway,crossing,regular
3453943948,railway,switch,regular
3453943953,railway,level_crossing,regular
3453943958,railway,level_crossing,regular
3453961134,railway,level_crossing,regular
3454014058,railway,level_crossing,regular
3454039646,railway,level_crossing,regular
3454073106,railway,switch,regular
3454077655,railway,level_crossing,regular
3454102604,railway,crossing,regular
3454179679,barrier,gate,regular
3455121079,name,Irish Catholic,regular
3455121079,office,newspaper,regular
3455121079,city,Dublin,addr
3455121079,street,Gardiner Street Lower,addr
3455719589,railway,switch,regular
3459902189,en,O'Connell Upper Luas,alt_name
3459902189,ga,Luas Ó Conaill Uachtarach,alt_name
3459902189,name,O'Connell Upper,regular
3459902189,en,O'Connell Upper,name
3459902189,ga,Ó Conaill Uachtarach,name
3459902189,operator,Luas - Transdev Dublin Light Rail Limited,regular
3459902189,railway,tram_stop,regular
3459902189,website,https://www.luas.ie/oconnell-upper.html,regular
3459902189,wheelchair,yes,regular
3464976651,name,Paul's Barbers,regular
3464976651,shop,hairdresser,regular
3464976651,city,Palmerstown,addr
3464976651,street,Kennelsfort Road Lower,addr
3464976661,name,Shaw Tree Services,regular
3464976661,office,company,regular
3464976661,city,Palmerstown,addr
3464976661,street,Lucan Road,addr
3465456406,name,Parkgate Street,regular
3465456406,power,transformer,regular
3465456406,voltage,low,regular
3465456406,operator,ESB Networks,regular
3465456406,transformer,minor_distribution,regular
3465594738,name,Central College,regular
3465594738,email,info@centralcollege.ie,regular
3465594738,phone,+353 1 6779043,regular
3465594738,website,http://www.centralcollege.ie/,regular
3465594738,building,college,regular
3465594738,city,Dublin 7,addr
3465594738,street,Ellis Quay,addr
3465594738,opening_hours,Mo-Fr 09:00-18:00,regular
3465594738,levels,2,building
3465594738,housenumber,3,addr
3465653398,shop,vacant,regular
3465653398,city,Dublin,addr
3465653398,street,Eden Quay,addr
3465750024,name,Clifton Court Bar,regular
3465750024,amenity,pub,regular
3465750024,city,Dublin,addr
3465750024,street,Eden Quay,addr
3465837626,ref,D010179A,regular
3465837626,name,Richmond Street North,regular
3465837626,amenity,post_box,regular
3465837626,en,Richmond Street North,name
3465837626,ga,Sráid Richmond Thuaidh,name
3465837626,operator,An Post,regular
3465837626,collection_times,17:00,regular
3465847950,email,info@kmat.ie,regular
3465847950,phone,+353 1 8403319,regular
3465847950,office,company,regular
3465847950,website,http://kmat.ie/,regular
3465847950,operator,B. Howe Engineering Ltd.,regular
3465847950,city,Dublin,addr
3465847950,street,North Circular Road,addr
3465847950,housenumber,482c,addr
3465847960,fax,+353 1 8230670,regular
3465847960,name,Pure Pharmacy,regular
3465847960,email,portlandstreet@purepharmacy.ie,regular
3465847960,phone,+353 1 8944961,regular
3465847960,amenity,pharmacy,regular
3465847960,website,http://purepharmacy.ie/,regular
3465847960,city,Dublin,addr
3465847960,street,Portland Street North,addr
3465847960,housename,Bakers Yard,addr
3465968935,name,Bu Ali,regular
3465968935,amenity,fast_food,regular
3465968935,cuisine,asian,regular
3465968940,name,Dawson House,regular
3465968940,city,Dublin,addr
3465968940,street,Patrick Street,addr
3465968945,name,Park House,regular
3465968945,city,Dublin,addr
3465968945,street,Patrick Street,addr
3465968950,barrier,gate,regular
3466015127,name,Yeats House,regular
3466015127,city,Dublin,addr
3466015127,street,Cathal Brugha Street,addr
3466015132,name,Gresham House,regular
3466015132,access,private,regular
3466015132,barrier,gate,regular
3466330488,shop,vacant,regular
3466330488,city,Dublin,addr
3466330488,street,George's Quay,addr
3466337293,fax,+353 1 8726022,regular
3466337293,name,The English Academy,regular
3466337293,phone,+353 1 8726600,regular
3466337293,amenity,college,regular
3466337293,website,http://www.theenglishacademy.ie/,regular
3466337293,city,Dublin,addr
3466337293,street,Townsend Street,addr
3466337293,housename,College House,addr
3466337293,housenumber,2-3,addr
3466369327,name,Irish Refugee Council,regular
3466369327,office,ngo,regular
3466369327,city,Dublin,addr
3466369327,wheelchair,limited,regular
3466369327,street,Dame Street,addr
3466369332,name,Malvern House,regular
3466369332,city,Dublin,addr
3466369332,street,Dame Street,addr
3468198705,natural,tree,regular
3469764075,traffic_calming,hump,regular
3470123061,highway,street_lamp,regular
3470123086,highway,street_lamp,regular
3470478621,name,Swift House,regular
3470478621,city,Dublin,addr
3470478621,street,Patrick Street,addr
3470499025,name,Emerald Casino,regular
3470499025,amenity,casino,regular
3470499025,city,Dublin,addr
3470499025,street,Eden Quay,addr
3470507588,city,Dublin,addr
3470507588,housenumber,31,addr
3470507588,street,Dame Street,addr
3470507588,amenity,college,regular
3470507588,college,language,regular
3470507588,email,info@ces-schools.com,regular
3470507588,name,Centre of English Studies,regular
3470507588,phone,+353-1-6714233,regular
3470507588,website,http://www.ces-schools.com,regular
3471892644,name,Mount Jerome Memorial Card Centre,regular
3471892644,shop,yes,regular
3471892644,city,Dublin 6W,addr
3471892644,street,Harold's Cross Road,addr
3471892644,housenumber,162a,addr
3471947957,ref,4425,regular
3471947957,bench,yes,regular
3471947957,covered,no,regular
3471947957,highway,bus_stop,regular
3471947957,shelter,no,regular
3471947957,operator,Dublin Bus,regular
3471947957,route_ref,90,regular
3471947957,passenger_information_display,yes,regular
3473213990,amenity,bench,regular
3473227695,amenity,bench,regular
3474027028,traffic_calming,hump,regular
3475951376,name,Central Agencies,regular
3475951376,office,yes,regular
3475951376,city,Dublin,addr
3475951376,street,North Lotts,addr
3476314573,name,PHX Bistro,regular
3476314573,email,phxbistro@gmail.com,regular
3476314573,phone,+353 1 6111161,regular
3476314573,amenity,restaurant,regular
3476314573,website,http://www.phxbistro.com/,regular
3476314573,city,Dublin 7,addr
3476314573,street,Ellis Quay,addr
3476314573,opening_hours,"Mo-We 11:30-21:30, Th-Fr 11:30-22:00, Sa 10:00-22:00, Su 10:00-21:00",regular
3476314573,housenumber,12,addr
3476314573,facebook,https://www.facebook.com/pages/Phx-Bistro/532647096764096,contact
3476327485,name,Three Young Mugs,regular
3476327485,amenity,cafe,regular
3476327485,city,Dublin 7,addr
3476327485,street,Arran Quay,addr
3476327485,shop,yes,disused
3476327485,twitter,https://twitter.com/threeyoungmugs,contact
3477082225,name,Panem,regular
3477082225,email,info@panem.ie,regular
3477082225,phone,+353 1 8728510,regular
3477082225,amenity,restaurant,regular
3477082225,cuisine,coffee_shop,regular
3477082225,smoking,outside,regular
3477082225,website,http://panem.ie/,regular
3477082225,city,Dublin,addr
3477082225,street,Ormond Quay Lower,addr
3477082225,opening_hours,"Mo-Fr 08:15-17:30, Sa 09:00-17:30, Su 10:00-17:30",regular
3477082225,twitter,https://twitter.com/PanemDublin,contact
3477082225,housenumber,21,addr
3477082225,facebook,https://www.facebook.com/panembakerycoffeeshop,contact
3477351480,highway,crossing,regular
3477351480,crossing,zebra,regular
3477473031,name,Lanigans,regular
3477473031,amenity,pub,regular
3477473031,smoking,outside,regular
3477473031,city,Dublin,addr
3477473031,street,Eden Quay,addr
3477729042,name,Clúid Housing,regular
3477729042,office,ngo,regular
3477729042,city,Dublin,addr
3477729042,street,Amiens Street,addr
3477729053,name,Leech Papers Ltd,regular
3477729053,phone,+353 1 85555575,regular
3477729053,office,company,regular
3477729053,city,Dublin,addr
3477729053,street,Shamrock Place,addr
3477729053,opening_hours,08:00-16:00,regular
3477753525,name,Spar,regular
3477753525,shop,convenience,regular
3477753525,en,Spar,name
3477753525,city,Dublin,addr
3477753525,wheelchair,yes,regular
3477753525,street,North Strand Road,addr
3477753532,name,Ryan & Associates,regular
3477753532,email,info@ryansols.ie,regular
3477753532,phone,+353 1 836 3369,regular
3477753532,lawyer,solicitor,regular
3477753532,office,lawyer,regular
3477753532,website,http://www.ryansols.ie/,regular
3477753532,city,Dublin,addr
3477753532,street,North Strand Road,addr
3477753532,housenumber,53,addr
3477753537,bus,yes,regular
3477753537,ref,516,regular
3477753537,name,"North Strand Road, Newcomen Bridge",regular
3477753537,note,Shelter number 8181,regular
3477753537,bench,yes,regular
3477753537,highway,bus_stop,regular
3477753537,ga,"Bóthar na Trá Thuaidh, Droichead Newcomen",name
3477753537,shelter,yes,regular
3477753537,operator,Dublin Bus,regular
3477753537,public_transport,platform,regular
3477753542,barrier,gate,regular
3477797882,fax,+353 1 8561322,regular
3477797882,name,Neighbourhood Youth Project 2 (NYP2),regular
3477797882,email,nyp2@hse.ie,regular
3477797882,phone,+353 1 8561316,regular
3477797882,amenity,social_facility,regular
3477797882,city,Dublin,addr
3477797882,street,Summerhill Parade,addr
3477797882,housename,Bridgewater Hall,addr
3477797882,for,juvenile,social_facility
3477848117,name,Praetorian Industries Limited,regular
3477848117,office,company,regular
3477848117,city,Dublin,addr
3477848117,street,Rear Summerhill Parade,addr
3477848117,housenumber,43,addr
3477907296,city,Dublin,addr
3477907296,housenumber,19,addr
3477907296,street,Redmonds Hill,addr
3477907296,amenity,dentist,regular
3477907296,name,Dental House,regular
3477907296,website,https://smithfieldclinic.wordpress.com/,regular
3478574754,fax,+353 1 8556046,regular
3478574754,shop,florist,regular
3478574754,phone,+353 1 8556050,regular
